"","Nome Do Software","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","CPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC"
"1","Overall","0.0106751856181753","0.0718639896183172","0.0995774965570998","0.146032790064904","0.00479601432979392","0.132135590627996","0.163822247882259","0.109745542308583","-0.0127816157716171","-0.0280703802180595","0.0643791457586276","-0.0222819753143196","0.0643501083433219","0.0739552466945705","0.0756655973282184","-0.0196722653145114","-0.0196722653145114","0.0328756614998916"
