org.apache.commons.math3.linear.SchurTransformer$1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 2 ; 0 ; 0 ; 2 ; 0 ; 0 ; 2.0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0.0 ; #
org.apache.commons.math3.exception.MathRuntimeException ; 0 ; 0 ; 4 ; 4 ; 0 ; 3 ; 9 ; 0 ; 0 ; 3 ; 4 ; 0.6666666666666666 ; 31 ; 1.0 ; 1 ; 0.875 ; 0.5 ; 1 ; 2 ; 6.25 ; #
org.apache.bcel.generic.IF_ICMPLE ; 0 ; 0 ; 4 ; 4 ; 0 ; 10 ; 11 ; 6 ; 6 ; 6 ; 3 ; 2.0 ; 31 ; 0.0 ; 0 ; 0.9428571428571428 ; 0.5 ; 0 ; 0 ; 6.75 ; #
org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$Vertex ; 0 ; 0 ; 8 ; 1 ; 0 ; 4 ; 15 ; 8 ; 2 ; 3 ; 8 ; 0.6785714285714286 ; 91 ; 1.0 ; 3 ; 0.0 ; 0.325 ; 0 ; 0 ; 9.875 ; #
org.apache.tools.ant.types.resources.Resources ; 1 ; 1 ; 26 ; 3 ; 0 ; 15 ; 48 ; 56 ; 9 ; 8 ; 12 ; 0.7999999999999999 ; 486 ; 0.4 ; 2 ; 0.7317073170731707 ; 0.20833333333333334 ; 1 ; 3 ; 17.5 ; #
org.apache.bcel.classfile.ConstantFieldref ; 0 ; 0 ; 4 ; 3 ; 0 ; 13 ; 9 ; 6 ; 12 ; 2 ; 3 ; 2.0 ; 27 ; 0.0 ; 0 ; 0.9333333333333333 ; 0.4 ; 0 ; 0 ; 5.75 ; #
org.apache.tools.ant.TypeAdapter ; 0 ; 0 ; 10 ; 1 ; 0 ; 7 ; 5 ; 10 ; 6 ; 1 ; 10 ; 2.0 ; 10 ; 0.0 ; 0 ; 0.0 ; 0.4 ; 0 ; 0 ; 0.0 ; #
org.apache.commons.math3.optimization.direct.MultivariateFunctionMappingAdapter$LowerUpperBoundMapper ; 0 ; 0 ; 3 ; 1 ; 0 ; 5 ; 7 ; 0 ; 1 ; 4 ; 3 ; 0.5 ; 32 ; 1.0 ; 2 ; 0.0 ; 1.0 ; 0 ; 0 ; 9.0 ; #
org.apache.tools.ant.taskdefs.XSLTLoggerAware ; 0 ; 0 ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 1 ; 1 ; 2 ; 2.0 ; 2 ; 0.0 ; 0 ; 0.0 ; 1.0 ; 0 ; 0 ; 0.0 ; #
org.apache.tools.ant.taskdefs.condition.IsSigned ; 1 ; 6 ; 10 ; 3 ; 0 ; 7 ; 26 ; 6 ; 2 ; 5 ; 10 ; 1.05 ; 403 ; 1.0 ; 0 ; 0.8823529411764706 ; 0.5333333333333333 ; 0 ; 0 ; 38.8 ; #
